id,phase,block,seq_id,weight1,weight2,weight3,weight4,sorted1,sorted2,sorted3,sorted4,evidence,p_left,n_different,response,rt,rank_cue1,rank_cue2,rank_cue3,rank_cue4,c1_left,c2_left,c3_left,c4_left,c1_right,c2_right,c3_right,c4_right
310,1,3,18,0,0.6,0,0,0,0.6,0,0,0.6,0.799239991,1,-1,1.872709147,3,2,1,4,1,1,1,2,1,2,1,1
310,1,3,86,0.3,-0.6,-0.9,0,-0.9,-0.6,0.3,0,-1.2,0.059350943,3,1,0.98536707,3,2,1,4,2,2,1,2,1,1,2,2
310,1,3,10,0.3,0,0.9,0,0.9,0,0.3,0,1.2,0.940649057,2,-1,1.458002729,3,2,1,4,1,1,1,1,2,1,2,1
310,1,3,197,-0.3,0.6,0.9,0,0.9,0.6,-0.3,0,1.2,0.940649057,3,1,1.599433171,3,2,1,4,1,1,2,1,2,2,1,1
310,1,3,127,0,-0.6,-0.9,0,-0.9,-0.6,0,0,-1.5,0.03065343,2,-1,1.933217992,3,2,1,4,2,2,1,2,1,1,1,1
310,1,3,201,-0.3,0,0.9,0,0.9,0,-0.3,0,0.6,0.799239991,2,-1,1.560239595,3,2,1,4,1,2,2,1,2,2,1,1
310,1,3,215,0,0,-0.9,0,-0.9,0,0,0,-0.9,0.11181577,1,1,1.506375114,3,2,1,4,2,1,2,2,1,1,2,1
310,1,3,239,0,0,-0.9,0,-0.9,0,0,0,-0.9,0.11181577,1,-1,1.366972091,3,2,1,4,2,2,2,2,1,2,2,2
310,1,3,44,0,0.6,-0.9,0,-0.9,0.6,0,0,-0.3,0.333860575,2,1,1.532585818,3,2,1,4,2,1,1,2,1,2,1,2
310,1,3,78,0.3,-0.6,-0.9,0,-0.9,-0.6,0.3,0,-1.2,0.059350943,3,1,1.388457396,3,2,1,4,2,2,1,1,1,1,2,2
310,1,3,231,0,-0.6,0.9,0,0.9,-0.6,0,0,0.3,0.666139425,2,1,1.069265476,3,2,1,4,1,2,2,1,2,1,2,2
310,1,3,199,-0.3,0.6,0,0,0,0.6,-0.3,0,0.3,0.666139425,2,1,0.996158646,3,2,1,4,2,1,2,1,2,2,1,1
310,1,3,159,-0.3,-0.6,0.9,0,0.9,-0.6,-0.3,0,-2.22E-16,0.5,3,1,1.321928559,3,2,1,4,1,2,2,1,2,1,1,1
310,1,3,179,-0.3,0.6,0,0,0,0.6,-0.3,0,0.3,0.666139425,2,1,1.341521242,3,2,1,4,1,1,2,2,1,2,1,1
310,1,3,173,-0.3,-0.6,0,0,0,-0.6,-0.3,0,-0.9,0.11181577,2,1,1.446713364,3,2,1,4,2,2,2,1,2,1,1,2
310,1,3,40,0.3,0.6,-0.9,0,-0.9,0.6,0.3,0,2.22E-16,0.5,3,1,0.939298539,3,2,1,4,2,1,1,1,1,2,2,2
310,1,3,100,0,0,0.9,0,0.9,0,0,0,0.9,0.88818423,1,-1,1.05087604,3,2,1,4,1,1,2,2,2,1,2,1
310,1,3,149,-0.3,-0.6,-0.9,0,-0.9,-0.6,-0.3,0,-1.8,0.015601662,3,-1,0.99936981,3,2,1,4,2,2,2,2,1,1,1,2
310,1,3,46,0,0.6,0,0,0,0.6,0,0,0.6,0.799239991,1,1,1.277086538,3,2,1,4,2,1,1,2,2,2,1,2
310,1,3,157,-0.3,0,0,0,0,0,-0.3,0,-0.3,0.333860575,1,1,1.424726165,3,2,1,4,2,1,2,1,2,1,1,1
