Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22
330,11.4775544355303,0.37210146201962,0.439262502886238,0.281246847679004,4.58333241772,5.71083484208578,3.41024049960591,0.179608510166487,0.114566646026119,0.135401465152362,2.70789532570044,1.52088210960855,1.97763731640647,0.0646832286121257,1,1.33154574332871,17.9314531033754,9.05190616078295,4.0448807659942,4.43710302669522,8.15702969050065
331,2.02887010366535,0.491037026772257,0.111681042917165,0.0532893132973368,5.47706050424518,1.06131266301526,0.518434098059697,0.254035157239279,0.125746459148533,0.0297489236569607,3.03756995133959,1.57950145678972,0.315793387873635,0.0777154305514073,1,15.4268513361863,29.8445553570587,23.1504085017815,6.09616469278286,9.37349429930205,7.27451557746329
332,43.4710213269606,0.0441365535812253,0.0617221539931569,0.043220533448874,9.5872431616628,12.3231082027629,9.1984475980551,0.0159891365287522,0.0115041631305761,0.0157460490107527,3.19422482488938,2.48445479853407,3.33527347747454,0.00488080227282571,1,3.51623971597443,3.97992535604881,4.54044139596681,8.31612709509093,15.6045276165852,44.8335419112287
333,13.5873882815994,0.000688596071417176,0.00030249041861969,0.000416430243828529,10.2806633297011,2.63937155514127,4.49804996144565,0.000175872998607135,0.000243121689986703,0.000107011304491005,2.27705868176151,4.04478668336465,1.01580043205402,7.32807161005703e-05,1,0.305645408499583,0.319886689219281,3.78534200790018,9.6451826647065,11.8591661100647,32.4405884368591
335,1.19528434596028,0.023839383505045,0.00319156051316293,0.00192148597441712,6.49342273884682,0.500522531268176,0.30686476631564,0.0106645950590561,0.00654562498516761,0.000897990283720725,2.95606793442135,1.90006945521107,0.15653324749711,0.0033676687636977,1,4.59024624538674,12.6131010713471,24.5773651666275,6.17118747692985,9.93962979728163,7.80521563498828
336,0.0179745885933851,0.119868203357113,0.00971857813793096,0.279423740185693,0.100319969561036,0.00858573891078009,0.265788059277044,0.0569227871480218,1.72656558818706,0.129988576836292,0.0508538941423556,1.92085510678414,0.140684605557901,0.894904116323622,1,0.00471789939608376,0.00260251868806135,0.0037176825231269,0.013859190619595,0.0158639709540979,0.0229027805063223
337,37.5029267082071,0.0816815561660362,0.0262770888287567,0.026155206926203,21.5984814163768,6.31290877472825,6.52170457878679,0.0166926959418363,0.016564240845243,0.0055541118940183,4.28407222901326,4.38732907322097,1.33126245907039,0.00406492976116699,1,0.505671309236874,1.36356083625217,28.4529896669422,7.13413083088695,14.0998360503388,40.2832105817714
339,0.00143677031203012,17.4684143274262,0.000390976280605842,0.000453158731184872,13.3914086982909,0.000347479972736704,0.000394418844687877,3.24123101236525,4.55764886218823,0.000111833388166836,2.94721273142131,4.14571274004966,0.000112938158059402,0.977008621874825,1,0.0198061536721377,0.579690130058227,7.55312198228959,0.0378598935761911,0.0442055002097452,0.0499967592535587
343,1.3855739031847,4.23926837936774,1.10515615155138,0.481934027130582,3.60009718791486,0.920458656619349,0.417475676995809,3.03528069642159,1.23647512752521,0.341991840790429,2.77996696548454,1.20148552423797,0.315114583444505,1.02213521911401,1,3.09379034441669,37.9829080233314,13.5260950460713,0.502873960637941,0.723082655675193,0.773716891789444
344,22.0893073046056,0.47430831884606,0.47945756805918,1.51884538049675,4.49909611063817,4.53434429127863,15.3203562603702,0.110762703473048,0.339449754095464,0.344812376828952,1.11271248758208,3.63637623740888,3.68488535565026,0.0921462732411982,1,3.36242894006126,1.18044983611794,2.32113154718895,2.37689717601455,2.7156936252779,6.27861027675157
345,0.0223412851038048,0.0851561417537434,0.309521291549511,0.219971561044916,0.0339998505365395,0.119257109912248,0.0870958733840198,0.499111796201324,0.332752679003284,1.17852238306119,0.219169763995043,0.148202349887811,0.474128975876412,2.33166181081687,1,0.00646142990590159,0.0114693508989855,0.0102168890551197,0.00827883880730814,0.00931951011661318,0.0162241867103315
347,6.52291860043262,0.0174577987284468,0.0112580869206342,0.0736492601633993,2.06919923713311,1.24026828138643,12.692607114895,0.00407142270192253,0.0249971515343141,0.0162435916953012,0.471639891716929,4.07312842301921,2.71344560058815,0.00655771979024449,1,0.0156876435835112,0.368117755295476,1.61259776964258,0.947625747244711,1.06031037427977,2.69884324229384
349,0.0051604334471924,0.0181350954174131,0.00355407597284627,0.000814598381917263,0.126541000103639,0.0257390138552805,0.00455639878899652,0.0813949678686757,0.015722476539067,0.00335995980124539,0.94321629081658,0.137351995633007,0.0281917027431175,0.0723560826516613,1,0.0205887830143777,28.5430095650331,0.643506382443324,0.0805618878874045,0.054207992770114,0.0249414061872898
350,17.160277822166,7.03931149322903,3.76207662869095,2.77319481919768,9.83551075015399,5.22936124617899,3.79515079144185,2.15598455925277,1.60831249125998,0.873184888268895,3.43209180409706,2.53900693917247,1.37208874224364,0.57494020687871,1,2.92105300083667,4.88889448940228,34.3219278017498,7.3287604797876,11.7456363010837,21.1170147047954
352,34.6546874158618,7.57555783521005,7.16808885068878,11.0500242827214,8.28577572615566,7.85333118233438,12.0072929559099,1.79736349556359,2.74550994832484,2.59279579123544,2.24273164548794,3.37443961344192,3.21605516150896,0.760114492222679,1,4.02914227891445,8.02379230095877,17.9547779439291,3.38564753479996,5.6215188991031,11.0646149118157
354,35.4704972536378,0.00186639645609647,0.0014581152464481,0.00341402001340621,8.53597365949273,5.82415331092956,14.8195849684611,0.000406204216201014,0.000911999229620961,0.00072647074738913,1.67832728881847,4.54813884704345,2.88820940161101,0.000231535427116157,1,0.151200202973125,0.0690950180687652,1.095823047504,2.98055334521939,3.80919708212576,10.3803859760342
355,18.4832760943887,38.821724502273,19.8360876678661,23.4727362091849,8.89569162002515,4.63428580745564,5.47486036713952,9.46262570522743,11.2714407438537,5.85355976346928,2.5636389714114,3.03829588451259,1.61683243883398,3.23460864585191,1,17.9738897509078,15.9761173718508,18.0769413868697,3.07414439161305,3.52798645630133,6.63310600579104
356,0.306929361283952,17.2130700762187,0.161713616831863,0.145406199957692,10.3240681478039,0.0926113597576041,0.0854680107748777,4.74433393443715,4.14252417873049,0.0452198073173889,3.20169486070604,2.88048524006169,0.0298676366139562,1.35558110949004,1,1.1108674884611,11.3350138818238,21.570711559643,0.43248875207897,0.780683129365907,0.852527612745913
357,17.0101341503702,17.0242162435519,26.6571905483048,36.2914901395706,3.93478958407604,6.0599655836132,8.19551567934519,6.06209814591348,8.2021396591139,12.529991180615,1.63671180132762,2.1933498101708,3.29166131943726,3.29393123442848,1,16.7283822071916,11.8806552373039,12.2499812139147,2.33936203001955,3.57944175656913,5.76228806386946
358,4.25423233329528,0.0724205874908857,0.0513747431466813,0.090129918232679,2.3418081614754,1.49003077212523,3.03865826847817,0.0294081257125489,0.0536782750560078,0.0361522786207101,1.05102521598287,2.08325754219637,1.20405433736746,0.0247735909299528,1,22.0528687945259,5.93666756324951,4.98825288895399,1.74908037533384,1.95221507930229,2.14417020631125
359,0.451349065710561,16.3161802242103,0.432006595585972,0.306177507791267,6.94836645160934,0.181437782766579,0.129385494947653,6.03609688795626,4.18628499503052,0.124504046584855,2.98379723411754,2.06979673993122,0.0597409188863524,1.84773902004172,1,1.65665535880545,14.554846741037,12.8659037842876,3.70978683113186,4.45280114028538,6.49679242512675
363,2.55980390755674,0.761642169685039,1.95233248355429,2.00576727881276,0.874591556246694,2.44678072276667,2.26708723272601,0.676033011179129,0.701550803755016,1.73025861506266,0.952468430806722,0.911367358422585,2.36555661011709,0.667708640272246,1,0.689987305978591,11.2489743867298,2.73520732226712,0.329289113401252,0.560900852534491,0.783301451818423
366,0.276842099926221,25.9016107135893,0.178322066422544,0.135452194418041,11.5209417294147,0.0851121210515512,0.064680888803404,6.39958049807304,5.34165820321643,0.0420951645241367,3.60806096872752,2.80365168307232,0.0234966637764429,1.59635950897353,1,1.62972211775704,13.3971478466729,18.7150297195185,0.867137070185725,1.59442677433221,3.7184213458234
367,0.354823724158021,0.848770164225114,0.0132514187245617,0.00784454337667433,9.89478849862734,0.125097024981108,0.0772988325196495,0.336038124129268,0.180387094623524,0.0032317705643856,3.91128750329453,2.26347775653514,0.0319950925613454,0.0840418726305877,1,1.31399613833004,24.0626527191985,51.0622857913841,3.28241063494645,6.04705221420344,14.8429654621397
368,67.553438296401,0.00781617865696006,0.00644941474584875,0.00736137482268709,14.1415775906519,12.7436657728966,14.8052471514596,0.00189254495499732,0.00215402031201088,0.00178886593684396,3.24111857011432,3.83142674661326,3.36444312198573,0.000622465525225867,1,0.118821674055681,0.146697970605863,2.06924187307702,7.62021840270393,11.5380962179193,26.3328356381114
369,31.7123195091248,31.6160957599729,32.3839184969729,49.3107974658378,7.4324404336581,7.6009183896265,11.4586870372215,7.57150881024035,11.3785431220672,11.6446395190938,2.1142924924385,3.13934857068516,3.20627964413652,3.18395678607073,1,21.4297907487802,19.4428770122991,23.0115406791927,3.50402914029136,5.56666805074926,10.5101264523226
372,11.662150414349,0.017764792416872,0.00402328868007222,0.00308272767689001,12.3465529205298,2.86230706556975,2.14481383293728,0.00513131158469948,0.00389321282282949,0.000939750290405248,4.14557177976122,2.60050639122033,0.641721905299487,0.00134590857038127,1,1.80228964302739,7.82660645733246,18.5380579933288,16.3180360144662,15.9785849515118,43.0995965241771
373,1.52490294752178,0.697138853044764,0.650220602664325,7.53461325193402,0.548115203060532,0.503350379927309,5.90777372312391,0.236299254047633,2.65585498478925,2.48424545026072,0.21144750556458,2.38651807593315,2.22391274254346,1.01029327439638,1,0.262927997294331,1.9185391759638,1.64454233488743,0.343092281421195,0.379363092634774,0.598450581750114
374,0.48646981824033,0.0366091911407967,0.223543748748135,0.00901373506435192,0.450896149246064,3.65583233690136,0.0973283167159615,0.203233865035737,0.00788893543855063,0.0461820697068579,4.25035083461681,0.103301720047538,0.791752066480323,0.0480618275687676,1,4.28242031768461,65.0037575266059,1.42817397632034,0.601641183052445,0.937760912779906,0.451171202912456
375,50.2970561070722,9.57118290689437,9.25963369454028,9.08112637421038,12.060338014159,11.6399579078567,11.2779005272204,2.32833816805044,2.27258737349601,2.20407918596352,3.32930424756201,3.22987233785466,3.12706925483334,0.659517735914111,1,7.45772416049412,9.03033051754149,11.0583575447825,5.82872995923391,9.08917950698842,19.5097404426142
377,27.7154424387749,27.7399261354221,27.7215572795238,27.7215572795234,7.93450483829503,7.92951628804059,7.92948758574765,7.93602302299389,7.93608146836186,7.93117801970097,2.66659549082334,2.66660404275671,2.66503290064364,2.66710177607837,1,14.4460852783182,16.6080649490336,20.144269480837,3.88586360998205,5.76207583961589,10.5451700768357
379,13.1768325341212,9.19522342393467,5.82551712548712,10.7857560338428,5.37374652368366,3.44013672918917,6.21882304742162,2.39739205463768,4.28108348866416,2.77778012625079,1.65051514702116,2.95802512512331,1.8841868947778,1.29468186193881,1,31.3133557159108,15.8204433923661,18.4764714916658,1.32196854927875,2.16526082984529,4.59806965446203
380,21.3006434150182,20.9569208623174,10.0873703406721,12.3284268186251,10.1765849087755,4.92809952988766,5.96942704996644,4.8346462187873,5.91941825322133,2.89240466744004,2.7062482358472,3.3225245530722,1.62397148658573,1.60577509200705,1,7.37291204526508,14.8218896457829,34.8220244652495,2.51837309078377,3.88468013340025,8.37102452103033
381,36.6739644032322,0.00262707988160526,0.00164594235702539,0.00199499065556694,12.9701622244481,6.91834270355103,10.0317333874568,0.000675697514414873,0.000812988409601125,0.000515295098398675,2.88596241525795,4.09224443000357,2.17984145472514,0.000245556626525296,1,0.027468175046602,0.512595964748653,3.7979254242521,26.2754265539111,19.5232279124982,31.5815021988672
382,1.5282355685402,3.58397014341211,1.27536920925902,0.388912094027545,3.75674958205678,1.16978043110052,0.369856587276207,2.7749849644752,0.8531877937488,0.299973155763508,3.24182895147254,1.04135669448483,0.317898158234952,0.77594151333939,1,32.5518221608668,56.2996882861308,15.968902958557,1.81257939150281,3.26588495390774,3.74213366824221
383,15.6715495142831,16.7797850902949,24.3390174000767,33.498262723629,3.89880682530837,5.57278802058978,7.63862672094225,5.95219766627034,8.13520275641519,11.6852694042545,1.61181498892498,2.18758582957461,3.13161758937939,3.33093225501676,1,13.1222947543139,9.98418147798658,11.363421287558,1.69291013392456,2.6173345385606,4.91713039355329
520,0.00149369462966661,4.35147216190763,0.00446771870400217,0.0130106828291699,0.785925879268578,0.000979112282413204,0.00274488394679396,3.31530766825504,6.82665129275356,0.00812781228136504,0.67797946735817,1.39447325443028,0.00198624186227096,4.43104116660522,1,0.0174474815560227,0.00313807176367575,0.143948244854787,0.00722281103227408,0.00606812124734082,0.00570266000124125
522,32.8392387807231,0.00462212287195449,0.00266573445401602,0.00210545655334658,18.5433135400134,6.88563539139492,5.53740792713298,0.00127697229336527,0.00101945985093701,0.000596813255098889,4.41693696773718,3.63339446670201,1.41225274983764,0.000334725411059583,1,0.0291721720202814,0.0833145562152687,8.20783033377012,6.07817325099376,11.7271347401835,24.5780155800992
523,1.58204689610644,0.586570152806708,19.1423638022638,0.590455983640403,0.390466970374795,12.6648586308239,0.391000824726983,4.37752320501119,0.150259225225133,4.40998460931295,3.35839238105677,0.114931170941387,3.36388833170809,1.19504556600625,1,2.8349457346921,5.06821687642079,0.618123871196505,0.337354767815959,0.503931776271144,0.564832423089218
526,51.1151746951039,2.42858776181299,3.12070646273657,2.83054334094251,10.0789114509393,13.0616438610368,12.2108269054472,0.671985372311549,0.611220973316548,0.78286242276142,3.08553620918677,2.88491308972875,3.72849918169104,0.201152455851207,1,2.49209892839522,2.39864098714508,8.34390907380451,9.66525279054039,14.137780099962,14.2019679358212
531,0.584933616548746,10.149802712312,0.394668245948735,0.18003285512448,7.08337218565805,0.277576874679394,0.128632750250437,4.30727290319216,2.03928800040296,0.0871099695174007,3.82821414272578,1.65965406333061,0.0712662014297761,1.02455498050211,1,5.49204451241079,34.2059141022217,20.7372583374048,2.78912056587556,5.14719537548601,11.8733667472682
533,1.56240386828081,11.8989953314683,1.31119858539223,4.0883286238347,3.48307552621452,0.4211901717777,1.28114800123229,2.98547289430027,9.31063295773193,1.0629372639424,1.03760423655605,3.06579767586861,0.39295293963643,2.68925381018052,1,0.946264179229952,5.83339062024874,7.8707487988467,0.477262179884906,0.666897011083208,1.12332732009429
